GSM7990100_metastatic_lymph_node_S2.h5ad;2d-affine: (1.0, 0.0, 0.0, 0.0, 1.0, 0.0)
GSM7990101_metastatic_lymph_node_S3.h5ad;2d-affine: (1.011424553915679, -0.08601093610835064, 1403.0103961399234, 0.08601093610835064, 1.011424553915679, -538.1338653696247)
GSM7990102_metastatic_lymph_node_S4.h5ad;2d-affine: (0.97085340658025, -0.1672176453045007, 704.0268622660568, 0.1672176453045007, 0.97085340658025, -2845.62565409281)
GSM7990103_metastatic_lymph_node_S5.h5ad;2d-affine: (0.33837036987259955, 0.946324729039816, -704.8179746795009, -0.946324729039816, 0.33837036987259955, 7654.156082343345)
GSM7990104_metastatic_lymph_node_S6.h5ad;2d-affine: (0.2842773462710687, 0.9228991556719728, -220.32014217866674, -0.9228991556719728, 0.2842773462710687, 11748.459744738613)
GSM7990105_metastatic_lymph_node_S7.h5ad;2d-affine: (0.8803982671951248, -0.33479032245719775, 4108.348945409579, 0.33479032245719775, 0.8803982671951248, -3166.311824002877)
GSM7990106_metastatic_lymph_node_S9.h5ad;2d-affine: (0.8262615877399306, -0.4016392009505183, 5401.7879809528895, 0.4016392009505183, 0.8262615877399306, -3223.0301498474255)
GSM7990107_metastatic_lymph_node_S11.h5ad;2d-affine: (0.8808799693689855, -0.35932350859796086, 3382.9367673306333, 0.35932350859796086, 0.8808799693689855, -2632.3275162252503)
GSM7990108_metastatic_lymph_node_S17.h5ad;2d-affine: (0.8651592447373546, -0.3656511045445498, 4842.987014696303, 0.3656511045445498, 0.8651592447373546, -2974.123985942206)
GSM7990109_metastatic_lymph_node_S18.h5ad;2d-affine: (0.9205577692040913, -0.12439461419082949, 2276.280729372317, 0.12439461419082949, 0.9205577692040913, -1882.3298453458706)
GSM7990110_metastatic_lymph_node_S19.h5ad;2d-affine: (0.8275766958064821, -0.44937044867746345, 5765.943010039677, 0.44937044867746345, 0.8275766958064821, -3757.9553514014165)
GSM7990111_metastatic_lymph_node_S23.h5ad;2d-affine: (0.890965063300262, -0.2753957319891579, 3646.4284374248755, 0.2753957319891579, 0.890965063300262, -3869.444578012406)
GSM7990112_metastatic_lymph_node_S24.h5ad;2d-affine: (0.8635215627724661, -0.3787398962289664, 4971.798470624941, 0.3787398962289664, 0.8635215627724661, -3742.1005435735515)
GSM7990113_metastatic_lymph_node_S25.h5ad;2d-affine: (0.9038479671108179, -0.2650368299705025, 4565.455927298245, 0.2650368299705025, 0.9038479671108179, -3239.3641929397754)
GSM7990114_metastatic_lymph_node_S26.h5ad;2d-affine: (0.8032651852727768, -0.49384050107015265, 5951.038035377598, 0.49384050107015265, 0.8032651852727768, -4746.928872598366)
GSM7990115_metastatic_lymph_node_S28.h5ad;2d-affine: (0.8714575585327545, -0.4160747346560383, 3796.062627555765, 0.4160747346560383, 0.8714575585327545, -3970.391752441587)
GSM7990116_metastatic_lymph_node_S33.h5ad;2d-affine: (0.8394861831974502, -0.3953386882093153, 6265.448325744389, 0.3953386882093153, 0.8394861831974502, -3476.9920597001656)
GSM7990117_metastatic_lymph_node_S34.h5ad;2d-affine: (0.8934548816353877, -0.26152054984925427, 3575.3637677309102, 0.26152054984925427, 0.8934548816353877, -4203.077884414618)
GSM7990118_metastatic_lymph_node_S36.h5ad;2d-affine: (0.8722033941097588, -0.3582940659178514, 5801.7364922059005, 0.3582940659178514, 0.8722033941097588, -5156.31420201348)
