GSM7990100_metastatic_lymph_node_S2.h5ad;2d-affine: (1.0, 0.0, 0.0, 0.0, 1.0, 0.0)
GSM7990101_metastatic_lymph_node_S3.h5ad;2d-affine: (0.9911824122463089, -0.08480494031345673, 1428.6627757955935, 0.08480494031345673, 0.9911824122463089, -377.8631373917427)
GSM7990102_metastatic_lymph_node_S4.h5ad;2d-affine: (0.9980007565777902, -0.17876455123512944, 555.2466882782317, 0.17876455123512944, 0.9980007565777902, -3211.351130448351)
GSM7990103_metastatic_lymph_node_S5.h5ad;2d-affine: (0.323954029222012, 0.9777512990187709, -845.2029754925331, -0.9777512990187709, 0.323954029222012, 7839.704241268453)
GSM7990104_metastatic_lymph_node_S6.h5ad;2d-affine: (0.22350401582428786, 1.0149316087996796, -365.7150511908202, -1.0149316087996796, 0.22350401582428786, 12865.102814797965)
GSM7990105_metastatic_lymph_node_S7.h5ad;2d-affine: (0.9931726891691587, -0.23305590190754735, 2414.2567458011963, 0.23305590190754735, 0.9931726891691587, -3323.0365077130327)
GSM7990106_metastatic_lymph_node_S9.h5ad;2d-affine: (0.9958074140641514, -0.24383537771917418, 3180.7943798951683, 0.24383537771917418, 0.9958074140641514, -3707.5900983432944)
GSM7990107_metastatic_lymph_node_S11.h5ad;2d-affine: (1.033836596422413, -0.18979666307496965, 1297.5522087101392, 0.18979666307496965, 1.033836596422413, -2425.1633474665464)
GSM7990108_metastatic_lymph_node_S17.h5ad;2d-affine: (1.0008068321805428, -0.16959715225944028, 2684.464560410303, 0.16959715225944028, 1.0008068321805428, -2697.549623488872)
GSM7990109_metastatic_lymph_node_S18.h5ad;2d-affine: (0.993729291750424, 0.11181276634266972, 123.88695080999105, -0.11181276634266972, 0.993729291750424, -739.908153602044)
GSM7990110_metastatic_lymph_node_S19.h5ad;2d-affine: (0.9606965119702224, -0.25910753558051686, 3464.329679434801, 0.25910753558051686, 0.9606965119702224, -3494.2005830879566)
GSM7990111_metastatic_lymph_node_S23.h5ad;2d-affine: (0.997707011194298, -0.0676810151648306, 1183.585815258603, 0.0676810151648306, 0.997707011194298, -3200.5285939673745)
GSM7990112_metastatic_lymph_node_S24.h5ad;2d-affine: (1.0164612141789209, -0.16877325598096257, 2254.3624150523674, 0.16877325598096257, 1.0164612141789209, -3487.045333339238)
GSM7990113_metastatic_lymph_node_S25.h5ad;2d-affine: (1.0541152315138171, -0.06937747500889486, 2125.3540257420686, 0.06937747500889486, 1.0541152315138171, -3021.243744829865)
GSM7990114_metastatic_lymph_node_S26.h5ad;2d-affine: (0.9990354559966154, -0.29154640957771516, 2760.6396945901115, 0.29154640957771516, 0.9990354559966154, -4516.898541292889)
GSM7990115_metastatic_lymph_node_S28.h5ad;2d-affine: (1.0340716435203865, -0.1883667285410895, 722.6889161248696, 0.1883667285410895, 1.0340716435203865, -2944.8481101311545)
GSM7990116_metastatic_lymph_node_S33.h5ad;2d-affine: (0.9996486925318329, -0.24976049203966486, 3890.3309724033206, 0.24976049203966486, 0.9996486925318329, -3422.8575024554825)
GSM7990117_metastatic_lymph_node_S34.h5ad;2d-affine: (1.0250667615650602, -0.10447940562149635, 799.0358698042099, 0.10447940562149635, 1.0250667615650602, -3697.2732964794995)
GSM7990118_metastatic_lymph_node_S36.h5ad;2d-affine: (1.0140747409613413, -0.20969871643056587, 3012.341948560057, 0.20969871643056587, 1.0140747409613413, -4976.086377215413)
