GSM7990100_metastatic_lymph_node_S2.h5ad;2d-affine: (1.0, 0.0, 0.0, 0.0, 1.0, 0.0)
GSM7990101_metastatic_lymph_node_S3.h5ad;2d-affine: (0.9928808458509107, -0.11911182116977534, 1694.597807576245, 0.11911182116977534, 0.9928808458509107, -611.0165991989221)
GSM7990102_metastatic_lymph_node_S4.h5ad;2d-affine: (0.9858261357408633, -0.1677701704422968, 673.9643433846804, 0.1677701704422968, 0.9858261357408633, -3035.141749285422)
GSM7990103_metastatic_lymph_node_S5.h5ad;2d-affine: (0.304964637416903, 0.952363675244482, -512.1824569873661, -0.952363675244482, 0.304964637416903, 7890.49642659948)
GSM7990104_metastatic_lymph_node_S6.h5ad;2d-affine: (0.21661332891584664, 0.9635686696927867, 79.35748767741816, -0.9635686696927867, 0.21661332891584664, 12704.964265879778)
GSM7990105_metastatic_lymph_node_S7.h5ad;2d-affine: (0.9658665374235949, -0.25904021287312873, 2947.087671254768, 0.25904021287312873, 0.9658665374235949, -3018.1816960169785)
GSM7990106_metastatic_lymph_node_S9.h5ad;2d-affine: (0.9256893424063858, -0.3239920665191519, 4113.637430774099, 0.3239920665191519, 0.9256893424063858, -3152.0575668614642)
GSM7990107_metastatic_lymph_node_S11.h5ad;2d-affine: (0.9668763477222125, -0.2552452315232457, 2032.46665221878, 0.2552452315232457, 0.9668763477222125, -1964.5279128821699)
GSM7990108_metastatic_lymph_node_S17.h5ad;2d-affine: (0.9613342854394418, -0.27538408022004146, 3532.3647012646697, 0.27538408022004146, 0.9613342854394418, -2528.004128210769)
GSM7990109_metastatic_lymph_node_S18.h5ad;2d-affine: (0.9999999999999999, 0.0, 828.9329134003456, 0.0, 0.9999999999999999, -1043.358521158285)
GSM7990110_metastatic_lymph_node_S19.h5ad;2d-affine: (0.9272407860584487, -0.37446565218950373, 4543.54442701104, 0.37446565218950373, 0.9272407860584487, -3421.116716987482)
GSM7990111_metastatic_lymph_node_S23.h5ad;2d-affine: (0.9833195577761297, -0.18188635818817103, 2225.8582003623374, 0.18188635818817103, 0.9833195577761297, -3374.5501292531776)
GSM7990112_metastatic_lymph_node_S24.h5ad;2d-affine: (0.9485746492123672, -0.316553526076767, 4043.6898538059613, 0.316553526076767, 0.9485746492123672, -3346.789709068796)
GSM7990113_metastatic_lymph_node_S25.h5ad;2d-affine: (0.984893470498777, -0.17316134605873879, 3564.0939249202816, 0.17316134605873879, 0.984893470498777, -2564.3169783838825)
GSM7990114_metastatic_lymph_node_S26.h5ad;2d-affine: (0.9016004835666823, -0.43256972620876283, 4698.866880337129, 0.43256972620876283, 0.9016004835666823, -4421.846237828981)
GSM7990115_metastatic_lymph_node_S28.h5ad;2d-affine: (0.9644206923251408, -0.308428200293188, 2303.87321030973, 0.308428200293188, 0.9644206923251408, -2900.7953836973784)
GSM7990116_metastatic_lymph_node_S33.h5ad;2d-affine: (0.9268192834385853, -0.3579548521847493, 5335.459264081453, 0.3579548521847493, 0.9268192834385853, -3001.308301720359)
GSM7990117_metastatic_lymph_node_S34.h5ad;2d-affine: (0.9730030608282859, -0.23079220874801398, 2386.4541798986193, 0.23079220874801398, 0.9730030608282859, -3724.299146484427)
GSM7990118_metastatic_lymph_node_S36.h5ad;2d-affine: (0.9417485645508257, -0.3363177681396861, 4787.568515617573, 0.3363177681396861, 0.9417485645508257, -4760.767321836899)
