metastatic_lymph_node_S2.h5ad;2d-affine: (1.0, 0.0, 0.0, 0.0, 1.0, 0.0)
metastatic_lymph_node_S3.h5ad;2d-affine: (0.9941435430041833, -0.08477794238001188, 1514.670529573118, 0.08477794238001188, 0.9941435430041833, -411.6080147856841)
metastatic_lymph_node_S4.h5ad;2d-affine: (0.9592341077325302, -0.15130031509952171, 724.5666941669366, 0.15130031509952171, 0.9592341077325302, -2656.6488307068335)
metastatic_lymph_node_S5.h5ad;2d-affine: (0.3022515580492958, 0.9212156589112458, -231.45284132194388, -0.9212156589112458, 0.3022515580492958, 7813.9904756147)
metastatic_lymph_node_S6.h5ad;2d-affine: (0.24033962339685103, 0.9115685123580686, 316.83606424237723, -0.9115685123580686, 0.24033962339685103, 11953.440421656827)
metastatic_lymph_node_S7.h5ad;2d-affine: (0.8466488716738437, -0.251477702963597, 3842.462887014236, 0.251477702963597, 0.8466488716738437, -2400.223929294787)
metastatic_lymph_node_S9.h5ad;2d-affine: (0.811174959575224, -0.26511916568329313, 4860.839515683612, 0.26511916568329313, 0.811174959575224, -2445.8096676382197)
metastatic_lymph_node_S11.h5ad;2d-affine: (0.8049980191307635, -0.22201806277145456, 3504.829915259425, 0.22201806277145456, 0.8049980191307635, -1357.0564382254136)
metastatic_lymph_node_S17.h5ad;2d-affine: (0.7924029239981248, -0.2173177812351424, 4632.529788602732, 0.2173177812351424, 0.7924029239981248, -1623.489553391101)
metastatic_lymph_node_S18.h5ad;2d-affine: (0.832312621044375, 0.001806472948092816, 2420.3260593157142, -0.001806472948092816, 0.832312621044375, -475.84403246528495)
metastatic_lymph_node_S19.h5ad;2d-affine: (0.7653869390546758, -0.3288181294642108, 5615.294846650378, 0.3288181294642108, 0.7653869390546758, -2561.7972466981946)
metastatic_lymph_node_S23.h5ad;2d-affine: (0.7929490171642226, -0.22154277541723197, 4348.5918141147795, 0.22154277541723197, 0.7929490171642226, -2911.9281549264874)
metastatic_lymph_node_S24.h5ad;2d-affine: (0.7668032004247123, -0.3304339512646066, 5658.265619334437, 0.3304339512646066, 0.7668032004247123, -2969.549829546801)
metastatic_lymph_node_S25.h5ad;2d-affine: (0.7734648682118641, -0.21217691584806905, 5424.963314415788, 0.21217691584806905, 0.7734648682118641, -2036.0938428231657)
metastatic_lymph_node_S26.h5ad;2d-affine: (0.7020079388782292, -0.38502314933350806, 6303.192691110677, 0.38502314933350806, 0.7020079388782292, -3287.960750182969)
metastatic_lymph_node_S28.h5ad;2d-affine: (0.7498554543351031, -0.3182292223787985, 4562.133565447916, 0.3182292223787985, 0.7498554543351031, -2556.4524852943346)
metastatic_lymph_node_S33.h5ad;2d-affine: (0.6784619371853359, -0.3614456439559005, 7279.477784317899, 0.3614456439559005, 0.6784619371853359, -2115.204499359703)
metastatic_lymph_node_S34.h5ad;2d-affine: (0.7163483046599973, -0.2795477134018165, 5302.6735380546, 0.2795477134018165, 0.7163483046599973, -2939.773923078837)
metastatic_lymph_node_S36.h5ad;2d-affine: (0.6781098995408003, -0.37042917296476535, 7320.037583784714, 0.37042917296476535, 0.6781098995408003, -3495.61295710753)
