GSM7990100_metastatic_lymph_node_S2.h5ad;2d-affine: (1.0, 0.0, 0.0, 0.0, 1.0, 0.0)
GSM7990101_metastatic_lymph_node_S3.h5ad;2d-affine: (0.9867513295039088, -0.12292423565041032, 1802.2850877926871, 0.09331445303789225, 1.0096510773685798, -620.583266758324)
GSM7990102_metastatic_lymph_node_S4.h5ad;2d-affine: (0.964578214691773, -0.16743097915104668, 822.8926255624796, 0.15849345355051872, 0.9944682379482672, -3023.104593578108)
GSM7990103_metastatic_lymph_node_S5.h5ad;2d-affine: (0.34896704740819967, 0.9328850088289563, -589.7555222650753, -0.9560227681858292, 0.33020761520661257, 7721.159304030527)
GSM7990104_metastatic_lymph_node_S6.h5ad;2d-affine: (0.25848831052312554, 0.9585644169774469, -266.15482465976686, -0.9330081216778613, 0.28843506529948604, 11770.236597416759)
GSM7990105_metastatic_lymph_node_S7.h5ad;2d-affine: (0.9742616842198042, -0.26799675009256824, 2936.052544937986, 0.274741044804087, 0.9264593225959494, -3093.5935342039975)
GSM7990106_metastatic_lymph_node_S9.h5ad;2d-affine: (0.9091212672458697, -0.342076148101345, 4370.141372589611, 0.35552761569314123, 0.9571687726662323, -3818.965938968122)
GSM7990107_metastatic_lymph_node_S11.h5ad;2d-affine: (0.9672419916606328, -0.2942105570747665, 2288.3700298208414, 0.2836931622399403, 0.955650402971196, -2379.1940435107454)
GSM7990108_metastatic_lymph_node_S17.h5ad;2d-affine: (0.9372103263771807, -0.320048922544559, 3986.668488600342, 0.3218305783446993, 0.9518212401688289, -3194.953427837255)
GSM7990109_metastatic_lymph_node_S18.h5ad;2d-affine: (0.9857069193430059, -0.04259165407998261, 1124.0345345052228, 0.049061565046565954, 1.0158031254923776, -1942.18962319262)
GSM7990110_metastatic_lymph_node_S19.h5ad;2d-affine: (0.9018233134212508, -0.4313987868611734, 4981.4757826635205, 0.4229266137633027, 0.8973939947736873, -4026.328048224028)
GSM7990111_metastatic_lymph_node_S23.h5ad;2d-affine: (0.959620856009748, -0.2508456868576793, 2768.502350282646, 0.23029544469454657, 0.9501747338818335, -3960.960987401065)
GSM7990112_metastatic_lymph_node_S24.h5ad;2d-affine: (0.9386324246986875, -0.30500079403127067, 3667.573502143836, 0.3295260348466876, 0.959105193507511, -4088.248167700253)
GSM7990113_metastatic_lymph_node_S25.h5ad;2d-affine: (0.9759011731369124, -0.20873930426243287, 3537.681068790694, 0.21945576785392806, 0.9264256876501314, -2924.306532354297)
GSM7990114_metastatic_lymph_node_S26.h5ad;2d-affine: (0.8917786407043296, -0.4529300913700219, 4717.208946666878, 0.44162953090206625, 0.8699117060295689, -4651.410202347974)
GSM7990115_metastatic_lymph_node_S28.h5ad;2d-affine: (0.9559390661025656, -0.34230952077950205, 2297.8982757797376, 0.3376063691807883, 0.9811120417821626, -3794.071693343097)
GSM7990116_metastatic_lymph_node_S33.h5ad;2d-affine: (0.9152340805170263, -0.3703949630793596, 5316.956159965993, 0.38078491006165427, 0.8978292848937909, -3525.12906466919)
GSM7990117_metastatic_lymph_node_S34.h5ad;2d-affine: (0.9613292830624796, -0.23734223842419372, 2365.8814612890283, 0.25395787944669695, 0.9626638069885882, -4408.515246692317)
GSM7990118_metastatic_lymph_node_S36.h5ad;2d-affine: (0.9251241840858508, -0.3602048268405694, 4897.375552952171, 0.35379785919224266, 0.9084787757953325, -5191.942266357227)
